Bisbal de Falset (La),34
Cabacés,34
Capafonts,34
Capçanes,34
Cornudella de Montsant,34
Falset,34
Febró (La),34
Figuera (La),34
Gratallops,34
Guiamets (Els),34
Lloar (El),34
Marçà,34
Margalef,34
Masroig (El),34
Molar (El),34
Mont-ral,34
Morera de Montsant (La),34
Palma d'Ebre (La),34
Poboleda,34
Porrera,34
Pradell de la Teixeta,34
Prades,34
Torre de Fontaubella (La),34
Torroja del Priorat,34
Ulldemolins,34
Vilanova de Prades,34
Vilella Alta (La),34
Vilella Baixa (La),34
Barberà de la Conca,19
Blancafort,19
Espluga de Francolí (L'),19
Montblanc,19
Pira,19
Rocafort de Queralt,19
Sarral,19
Senan,19
Solivella,19
Vallclara,19
Vilaverd,19
Vimbodí,19
Conesa,37
Forès,37
Llorac,37
Passanant,37
Piles (Les),37
Pontils,37
Querol,37
Santa Coloma de Queralt,37
Savallà del Comtat,37
Vallfogona de Riucorb,37
Albiol (L'),9
Alcover,9
Aleixar (L'),9
Alforja,9
Alió,9
Almoster,9
Altafulla,9
Argentera (L'),9
Borges del Camp (Les),9
Botarell,9
Bràfim,9
Cabra del Camp,9
Cambrils,9
Castellvell del Camp,9
Catllar (El),9
Colldejou,9
Constantí,9
Duesaigües,9
Figuerola del Camp,9
Garidells (Els),9
Masllorenç,9
Masó (La),9
Maspujols,9
Milà (El),9
Montbrió del Camp,9
Montferri,9
Mont-roig del Camp,9
Morell (El),9
Nou de Gaià (La),9
Nulles,9
Pallaresos (Els),9
Perafort,9
Pla de Santa Maria (El),9
Pobla de Mafumet (La),9
Pobla de Montornès (La),9
Pont d'Armentera (El),9
Pratdip,9
Puigpelat,9
Renau,9
Reus,9
Riba (La),9
Riera de Gaià (La),9
Riudecanyes,9
Riudecols,9
Riudoms,9
Rodonyà,9
Rourell (El),9
Salomó,9
Salou,9
Secuita (La),9
Selva del Camp (La),9
Tarragona,9
Torredembarra,9
Vallmoll,9
Valls,9
Vandellòs i l'Hospitalet de l,9
Vespella de Gaià,9
Vilabella,9
Vilallonga del Camp,9
Vilanova d'Escornalbou,9
Vilaplana,9
Vila-rodona,9
Vila-seca,9
Vinyols i els Arcs,9
Aiguamúrcia,13
Albinyana,13
Arboç (L'),13
Banyeres del Penedès,13
Bellvei,13
Bisbal del Penedès (La),13
Bonastre,13
Calafell,13
Creixell,13
Cunit,13
Llorenç del Penedès,13
Montmell (El),13
Roda de Barà,13
Sant Jaume dels Domenys,13
Santa Oliva,13
Vendrell (El),13
Alp,17
Bolvir,17
Das,17
Fontanals de Cerdanya,17
Ger,17
Guils de Cerdanya,17
Isòvol,17
Llívia,17
Meranges,17
Puigcerdà,17
Urús,17
Campdevànol,36
Campelles,36
Camprodon,36
Gombrèn,36
Llanars,36
Llosses (Les),36
Molló,36
Ogassa,36
Pardines,36
Planoles,36
Queralbs,36
Ribes de Freser,36
Ripoll,36
Sant Joan de les Abadesses,36
Sant Pau de Segúries,36
Setcases,36
Toses,36
Vallfogona de Ripollès,36
Vidrà,36
Vilallonga de Ter,36
Argelaguer,22
Besalú,22
Beuda,22
Castellfollit de la Roca,22
Maià de Montcal,22
Mieres,22
Montagut,22
Olot,22
Planes d'Hostoles (Les),22
Preses (Les),22
Riudaura,22
Sales de Llierca,22
Sant Aniol de Finestres,22
Sant Feliu de Pallerols,22
Sant Ferriol,22
Sant Jaume de Llierca,22
Sant Joan les Fonts,22
Santa Pau,22
Tortellà,22
Vall de Bianya (La),22
Vall d'en Bas (La),22
Agullana,2
Albanyà,2
Armentera (L'),2
Avinyonet de Puigventós,2
Bàscara,2
Biure,2
Boadella d'Empordà,2
Borrassà,2
Cabanelles,2
Cabanes,2
Cadaqués,2
Cantallops,2
Capmany,2
Castelló d'Empúries,2
Cistella,2
Colera,2
Darnius,2
Espolla,2
Far d'Empordà (El),2
Figueres,2
Fortià,2
Garrigàs,2
Garriguella,2
Jonquera (La),2
Lladó,2
Llançà,2
Llers,2
Maçanet de Cabrenys,2
Masarac,2
Mollet de Peralada,2
Navata,2
Ordis,2
Palau de Santa Eulàlia,2
Palau-saverdera,2
Pau,2
Pedret i Marzà,2
Peralada,2
Pont de Molins,2
Pontós,2
Port de la Selva (El),2
Portbou,2
Rabós,2
Riumors,2
Roses,2
Sant Climent Sescebes,2
Sant Llorenç de la Muga,2
Sant Miquel de Fluvià,2
Sant Mori,2
Sant Pere Pescador,2
Santa Llogaia d'Àlguema,2
Saus,2
Selva de Mar (La),2
Siurana,2
Terrades,2
Torroella de Fluvià,2
Vajol (La),2
Ventalló,2
Vilabertran,2
Viladamat,2
Vilafant,2
Vilajuïga,2
Vilamacolum,2
Vilamalla,2
Vilamaniscle,2
Vilanant,2
Vila-sacra,2
Vilaür,2
Albons,11
Begur,11
Bellcaire d'Empordà,11
Bisbal d'Empordà (La),11
Calonge,11
Castell-Platja d'Aro,11
Colomers,11
Corçà,11
"Cruïlles, Monells i Sant Sadu",11
Escala (L'),11
Foixà,11
Fontanilles,11
Forallac,11
Garrigoles,11
Gualta,11
Jafre,11
Mont-ras,11
Palafrugell,11
Palamós,11
Palau-sator,11
Pals,11
Parlavà,11
Pera (La),11
Regencós,11
Rupià,11
Sant Feliu de Guíxols,11
Santa Cristina d'Aro,11
Serra de Daró,11
Tallada d'Empordà (La),11
Torrent,11
Torroella de Montgrí,11
Ullà,11
Ullastret,11
Ultramort,11
Vall-llobrega,11
Verges,11
Vilopriu,11
Aiguaviva,23
Banyoles,23
Bescanó,23
Bordils,23
Camós,23
Campllong,23
Canet d'Adri,23
Cassà de la Selva,23
Celrà,23
Cervià de Ter,23
Cornellà del Terri,23
Crespià,23
Esponellà,23
Flaçà,23
Fontcoberta,23
Fornells de la Selva,23
Girona,23
Juià,23
Llagostera,23
Llambilles,23
Madremanya,23
Palol de Revardit,23
Porqueres,23
Quart,23
Salt,23
Sant Gregori,23
Sant Joan de Mollet,23
Sant Jordi Desvalls,23
Sant Julià de Ramis,23
Sant Martí de Llémena,23
Sant Martí Vell,23
Sant Miquel de Campmajor,23
Sarrià de Ter,23
Serinyà,23
Vilablareix,23
Viladasens,23
Vilademuls,23
Amer,40
Anglès,40
Arbúcies,40
Blanes,40
Breda,40
Brunyola,40
Caldes de Malavella,40
Cellera de Ter (La),40
Espinelves,40
Hostalric,40
Lloret de Mar,40
Maçanet de la Selva,40
Massanes,40
Osor,40
Riells i Viabrea,40
Riudarenes,40
Riudellots de la Selva,40
Sant Andreu Salou,40
Sant Feliu de Buixalleu,40
Sant Hilari Sacalm,40
Sant Julià del Llor i Bonmatí,40
Santa Coloma de Farners,40
Sils,40
Susqueda,40
Tossa de Mar,40
Vidreres,40
Viladrau,40
Vilobí d'Onyar,40
Avià,16
Bagà,16
Berga,16
Borredà,16
Capolat,16
Casserres,16
Castell de l'Areny,16
Castellar de n'Hug,16
Castellar del Riu,16
Cercs,16
Espunyola (L'),16
Fígols,16
Gironella,16
Gisclareny,16
Guardiola de Berguedà,16
Montclar,16
Montmajor,16
Nou de Berguedà (La),16
Olvan,16
Pobla de Lillet (La),16
Puig-reig,16
Quar (La),16
Sagàs,16
Saldes,16
Sant Jaume de Frontanyà,16
Sant Julià de Cerdanyola,16
Vallcebre,16
Vilada,16
Viver i Serrateix,16
Artés,8
Avinyó,8
Balsareny,8
Bruc (El),8
Callús,8
Cardona,8
Castellbell i el Vilar,8
Castellfollit del Boix,8
Castellgalí,8
Castellnou de Bages,8
Fonollosa,8
Gaià,8
Manresa,8
Marganell,8
Monistrol de Montserrat,8
Mura,8
Navarcles,8
Navàs,8
Pont de Vilomara i Rocafort (,8
Rajadell,8
Rellinars,8
Sallent,8
Sant Fruitós de Bages,8
Sant Joan de Vilatorrada,8
Sant Mateu de Bages,8
Sant Salvador de Guardiola,8
Sant Vicenç de Castellet,8
Santpedor,8
Súria,8
Talamanca,8
Aiguafreda,28
Alpens,28
Balenyà,28
Brull (El),28
Calldetenes,28
Centelles,28
Figaró-Montmany,28
Folgueroles,28
Gurb,28
Lluçà,28
Malla,28
Manlleu,28
Masies de Roda (Les),28
Masies de Voltregà (Les),28
Montesquiu,28
Muntanyola,28
Olost,28
Orís,28
Oristà,28
Perafita,28
Prats de Lluçanès,28
Roda de Ter,28
Rupit i Pruit,28
Sant Agustí de Lluçanès,28
Sant Bartomeu del Grau,28
Sant Boi de Lluçanès,28
Sant Feliu Sasserra,28
Sant Hipòlit de Voltregà,28
Sant Julià de Vilatorta,28
Sant Martí d'Albars,28
Sant Martí de Centelles,28
Sant Pere de Torelló,28
Sant Quirze de Besora,28
Sant Sadurní d'Osormort,28
Sant Vicenç de Torelló,28
Santa Cecília de Voltregà,28
Santa Eugènia de Berga,28
Santa Eulàlia de Riuprimer,28
Santa Maria de Besora,28
Santa Maria de Corcó,28
Santa Maria de Merlès,28
Seva,28
Sobremunt,28
Sora,28
Tagamanent,28
Taradell,28
Tavèrnoles,28
Tavertet,28
Tona,28
Torelló,28
Vic,28
Vilanova de Sau,28
Calders,25
Castellcir,25
Castellterçol,25
Collsuspina,25
Estany (L'),25
Granera,25
Moià,25
Monistrol de Calders,25
Sant Quirze Safaja,25
Santa Maria d'Oló,25
Avinyonet del Penedès,13
Cabanyes (Les),13
Canyelles,13
Castellet i la Gornal,13
Castellví de la Marca,13
Cubelles,13
Font-rubí,13
Gelida,13
Granada (La),13
Mediona,13
Olèrdola,13
Olesa de Bonesvalls,13
Olivella,13
Pacs del Penedès,13
Pla del Penedès (El),13
Pontons,13
Puigdàlber,13
Sant Cugat Sesgarrigues,13
Sant Esteve Sesrovires,13
Sant Llorenç d'Hortons,13
Sant Martí Sarroca,13
Sant Pere de Ribes,13
Sant Pere de Riudebitlles,13
Sant Quintí de Mediona,13
Sant Sadurní d'Anoia,13
Santa Fe del Penedès,13
Santa Margarida i els Monjos,13
Sitges,13
Subirats,13
Torrelavit,13
Torrelles de Foix,13
Vilafranca del Penedès,13
Vilanova i la Geltrú,13
Vilobí del Penedès,13
Aguilar de Segarra,6
Argençola,6
Bellprat,6
Cabrera d'Igualada,6
Calaf,6
Calonge de Segarra,6
Capellades,6
Carme,6
Castellfollit de Riubregós,6
Castellolí,6
Collbató,6
Copons,6
Hostalets de Pierola (Els),6
Igualada,6
Jorba,6
Llacuna (La),6
Masquefa,6
Montmaneu,6
Òdena,6
Orpí,6
Piera,6
Pobla de Claramunt (La),6
Prats de Rei (Els),6
Pujalt,6
Rubió,6
Sant Martí de Tous,6
Sant Martí Sesgueioles,6
Sant Pere Sallavinera,6
Santa Margarida de Montbui,6
Santa Maria de Miralles,6
Torre de Claramunt (La),6
Vallbona d'Anoia,6
Veciana,6
Vilanova del Camí,6
Alella,24
Arenys de Mar,24
Arenys de Munt,24
Argentona,24
Badalona,24
Cabrera de Mar,24
Cabrils,24
Caldes d'Estrac,24
Calella,24
Canet de Mar,24
Dosrius,24
Malgrat de Mar,24
Masnou (El),24
Mataró,24
Montgat,24
Òrrius,24
Palafolls,24
Pineda de Mar,24
Premià de Dalt,24
Premià de Mar,24
Sant Adrià de Besòs,24
Sant Andreu de Llavaneres,24
Sant Cebrià de Vallalta,24
Sant Iscle de Vallalta,24
Sant Pol de Mar,24
Sant Vicenç de Montalt,24
Santa Coloma de Gramenet,24
Santa Susanna,24
Teià,24
Tiana,24
Tordera,24
Vilassar de Dalt,24
Vilassar de Mar,24
Ametlla del Vallès (L'),46
Bigues i Riells,46
Campins,46
Canovelles,46
Cànoves i Samalús,46
Cardedeu,46
Fogars de Montclús,46
Fogars de Tordera,46
Franqueses del Vallès (Les),46
Garriga (La),46
Granollers,46
Gualba,46
Llagosta (La),46
Lliçà d'Amunt,46
Lliçà de Vall,46
Llinars del Vallès,46
Martorelles,46
Mollet del Vallès,46
Montmeló,46
Montornès del Vallès,46
Montseny,46
Parets del Vallès,46
Roca del Vallès (La),46
Sant Antoni de Vilamajor,46
Sant Celoni,46
Sant Esteve de Palautordera,46
Sant Feliu de Codines,46
Sant Fost de Campsentelles,46
Sant Pere de Vilamajor,46
Santa Eulàlia de Ronçana,46
Santa Maria de Martorelles,46
Santa Maria de Palautordera,46
Vallgorguina,46
Vallromanes,46
Vilalba Sasserra,46
Vilanova del Vallès,46
Badia del Vallès,45
Barberà del Vallès,45
Caldes de Montbui,45
Castellar del Vallès,45
Cerdanyola del Vallès,45
Gallifa,45
Matadepera,45
Montcada i Reixac,45
Palau de Plegamans,45
Polinyà,45
Ripollet,45
Rubí,45
Sabadell,45
Sant Cugat del Vallès,45
Sant Llorenç Savall,45
Sant Quirze del Vallès,45
Santa Perpètua de Mogoda,45
Sentmenat,45
Terrassa,45
Ullastrell,45
Vacarisses,45
Viladecavalls,45
Abrera,12
Barcelona,12
Begues,12
Castellbisbal,12
Castelldefels,12
Castellví de Rosanes,12
Cervelló,12
Corbera de Llobregat,12
Cornellà de Llobregat,12
Esparreguera,12
Esplugues de Llobregat,12
Gavà,12
Hospitalet de Llobregat (L'),12
La Palma de Cervelló,12
Martorell,12
Molins de Rei,12
Olesa de Montserrat,12
Pallejà,12
Papiol (El),12
Prat de Llobregat (El),12
Sant Andreu de la Barca,12
Sant Boi de Llobregat,12
Sant Climent de Llobregat,12
Sant Feliu de Llobregat,12
Sant Joan Despí,12
Sant Just Desvern,12
Sant Vicenç dels Horts,12
Santa Coloma de Cervelló,12
Torrelles de Llobregat,12
Vallirana,12
Viladecans,12
